Entry	Query	Entry name	Organism	Organism ID	Length	Status
Q8Z9U9	Q8Z9U9	RECF_YERPE	Yersinia pestis	632	361	reviewed
Q9GZR2	Q9GZR2	REXO4_HUMAN	Homo sapiens (Human)	9606	422	reviewed
O75787	O75787	RENR_HUMAN	Homo sapiens (Human)	9606	350	reviewed
Q14699	Q14699	RFTN1_HUMAN	Homo sapiens (Human)	9606	578	reviewed
Q96D15	Q96D15	RCN3_HUMAN	Homo sapiens (Human)	9606	328	reviewed
P61006	P61006	RAB8A_HUMAN	Homo sapiens (Human)	9606	207	reviewed
Q02833	Q02833	RASF7_HUMAN	Homo sapiens (Human)	9606	373	reviewed
P20936	P20936	RASA1_HUMAN	Homo sapiens (Human)	9606	1047	reviewed
P15153	P15153	RAC2_HUMAN	Homo sapiens (Human)	9606	192	reviewed
Q8ZC18	Q8ZC18	RDGC_YERPE	Yersinia pestis	632	303	reviewed
Q15276	Q15276	RABE1_HUMAN	Homo sapiens (Human)	9606	862	reviewed
Q9P0K7	Q9P0K7	RAI14_HUMAN	Homo sapiens (Human)	9606	980	reviewed
Q92878	Q92878	RAD50_HUMAN	Homo sapiens (Human)	9606	1312	reviewed
Q5U651	Q5U651	RAIN_HUMAN	Homo sapiens (Human)	9606	963	reviewed
P62491	P62491	RB11A_HUMAN	Homo sapiens (Human)	9606	216	reviewed
Q86WH2	Q86WH2	RASF3_HUMAN	Homo sapiens (Human)	9606	238	reviewed
Q81V37	Q81V37	RBSD_BACAN	Bacillus anthracis	1392	131	reviewed
Q81NT0	Q81NT0	PXPA_BACAN	Bacillus anthracis	1392	253	reviewed
P58644	P58644	PYRF_YERPE	Yersinia pestis	632	245	reviewed
Q96EN9	Q96EN9	REX1B_HUMAN	Homo sapiens (Human)	9606	201	reviewed
Q9P260	Q9P260	RELCH_HUMAN	Homo sapiens (Human)	9606	1216	reviewed
Q6ZS17	Q6ZS17	RIPR1_HUMAN	Homo sapiens (Human)	9606	1223	reviewed
Q96K30	Q96K30	RITA1_HUMAN	Homo sapiens (Human)	9606	269	reviewed
O60613	O60613	SEP15_HUMAN	Homo sapiens (Human)	9606	165	reviewed
Q5NGW4	Q5NGW4	TDH_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	351	reviewed
Q8NEM7	Q8NEM7	SP20H_HUMAN	Homo sapiens (Human)	9606	779	reviewed
Q8N0X7	Q8N0X7	SPART_HUMAN	Homo sapiens (Human)	9606	666	reviewed
Q9NYB0	Q9NYB0	TE2IP_HUMAN	Homo sapiens (Human)	9606	399	reviewed
Q8ZHG8	Q8ZHG8	SPEA_YERPE	Yersinia pestis	632	659	reviewed
Q68CZ2	Q68CZ2	TENS3_HUMAN	Homo sapiens (Human)	9606	1445	reviewed
Q9NZD8	Q9NZD8	SPG21_HUMAN	Homo sapiens (Human)	9606	308	reviewed
Q15513	Q15513	SPHAR_HUMAN	Homo sapiens (Human)	9606	63	reviewed
Q9NRA0	Q9NRA0	SPHK2_HUMAN	Homo sapiens (Human)	9606	654	reviewed
P17947	P17947	SPI1_HUMAN	Homo sapiens (Human)	9606	270	reviewed
A2RU30	A2RU30	TESP1_HUMAN	Homo sapiens (Human)	9606	521	reviewed
Q9UGI8	Q9UGI8	TES_HUMAN	Homo sapiens (Human)	9606	421	reviewed
Q8IWB9	Q8IWB9	TEX2_HUMAN	Homo sapiens (Human)	9606	1127	reviewed
Q00403	Q00403	TF2B_HUMAN	Homo sapiens (Human)	9606	316	reviewed
O15270	O15270	SPTC2_HUMAN	Homo sapiens (Human)	9606	562	reviewed
O15269	O15269	SPTC1_HUMAN	Homo sapiens (Human)	9606	473	reviewed
Q92734	Q92734	TFG_HUMAN	Homo sapiens (Human)	9606	400	reviewed
P36956	P36956	SRBP1_HUMAN	Homo sapiens (Human)	9606	1147	reviewed
Q8NEF9	Q8NEF9	SRFB1_HUMAN	Homo sapiens (Human)	9606	429	reviewed
O75044	O75044	SRGP2_HUMAN	Homo sapiens (Human)	9606	1071	reviewed
Q03167	Q03167	TGBR3_HUMAN	Homo sapiens (Human)	9606	851	reviewed
P61956	P61956	SUMO2_HUMAN	Homo sapiens (Human)	9606	95	reviewed
Q7CG87	Q7CG87	SURA_YERPE	Yersinia pestis	632	434	reviewed
Q4LDE5	Q4LDE5	SVEP1_HUMAN	Homo sapiens (Human)	9606	3571	reviewed
Q7CH25	Q7CH25	SYP_YERPE	Yersinia pestis	632	572	reviewed
P31483	P31483	TIA1_HUMAN	Homo sapiens (Human)	9606	386	reviewed
Q02763	Q02763	TIE2_HUMAN	Homo sapiens (Human)	9606	1124	reviewed
Q8ZGC4	Q8ZGC4	SYS_YERPE	Yersinia pestis	632	430	reviewed
Q4VX76	Q4VX76	SYTL3_HUMAN	Homo sapiens (Human)	9606	610	reviewed
Q8ZH50	Q8ZH50	TILS_YERPE	Yersinia pestis	632	460	reviewed
Q8ZDW5	Q8ZDW5	SYT_YERPE	Yersinia pestis	632	642	reviewed
O75663	O75663	TIPRL_HUMAN	Homo sapiens (Human)	9606	272	reviewed
P29401	P29401	TKT_HUMAN	Homo sapiens (Human)	9606	623	reviewed
Q81WE4	Q81WE4	SYI1_BACAN	Bacillus anthracis	1392	921	reviewed
Q81KK6	Q81KK6	SYL_BACAN	Bacillus anthracis	1392	802	reviewed
Q8NI27	Q8NI27	THOC2_HUMAN	Homo sapiens (Human)	9606	1593	reviewed
Q96J01	Q96J01	THOC3_HUMAN	Homo sapiens (Human)	9606	351	reviewed
Q5NF37	Q5NF37	SYP_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	565	reviewed
Q92563	Q92563	TICN2_HUMAN	Homo sapiens (Human)	9606	424	reviewed
Q5NHI8	Q5NHI8	SYR_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	581	reviewed
Q5NFB0	Q5NFB0	SYS_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	426	reviewed
Q86TM6	Q86TM6	SYVN1_HUMAN	Homo sapiens (Human)	9606	617	reviewed
Q04724	Q04724	TLE1_HUMAN	Homo sapiens (Human)	9606	770	reviewed
Q04726	Q04726	TLE3_HUMAN	Homo sapiens (Human)	9606	772	reviewed
Q04727	Q04727	TLE4_HUMAN	Homo sapiens (Human)	9606	773	reviewed
Q08117	Q08117	TLE5_HUMAN	Homo sapiens (Human)	9606	197	reviewed
Q9UKI8	Q9UKI8	TLK1_HUMAN	Homo sapiens (Human)	9606	766	reviewed
Q9NS93	Q9NS93	TM7S3_HUMAN	Homo sapiens (Human)	9606	570	reviewed
Q99805	Q99805	TM9S2_HUMAN	Homo sapiens (Human)	9606	663	reviewed
Q9HD45	Q9HD45	TM9S3_HUMAN	Homo sapiens (Human)	9606	589	reviewed
Q8ZE20	Q8ZE20	SYY_YERPE	Yersinia pestis	632	424	reviewed
Q9BXJ8	Q9BXJ8	T120A_HUMAN	Homo sapiens (Human)	9606	343	reviewed
Q96JJ7	Q96JJ7	TMX3_HUMAN	Homo sapiens (Human)	9606	454	reviewed
Q9Y3Q8	Q9Y3Q8	T22D4_HUMAN	Homo sapiens (Human)	9606	395	reviewed
Q8TCJ2	Q8TCJ2	STT3B_HUMAN	Homo sapiens (Human)	9606	826	reviewed
Q8IX01	Q8IX01	SUGP2_HUMAN	Homo sapiens (Human)	9606	1082	reviewed
Q8NBK3	Q8NBK3	SUMF1_HUMAN	Homo sapiens (Human)	9606	374	reviewed
Q9UGT4	Q9UGT4	SUSD2_HUMAN	Homo sapiens (Human)	9606	822	reviewed
Q5T4T6	Q5T4T6	SYC2L_HUMAN	Homo sapiens (Human)	9606	812	reviewed
Q81VV3	Q81VV3	SYE_BACAN	Bacillus anthracis	1392	485	reviewed
P01266	P01266	THYG_HUMAN	Homo sapiens (Human)	9606	2768	reviewed
Q81L32	Q81L32	SYN_BACAN	Bacillus anthracis	1392	463	reviewed
Q16563	Q16563	SYPL1_HUMAN	Homo sapiens (Human)	9606	259	reviewed
P47897	P47897	SYQ_HUMAN	Homo sapiens (Human)	9606	775	reviewed
Q81W25	Q81W25	SYS_BACAN	Bacillus anthracis	1392	424	reviewed
Q8IYJ3	Q8IYJ3	SYTL1_HUMAN	Homo sapiens (Human)	9606	562	reviewed
Q9BSI4	Q9BSI4	TINF2_HUMAN	Homo sapiens (Human)	9606	451	reviewed
P47974	P47974	TISD_HUMAN	Homo sapiens (Human)	9606	494	reviewed
Q9Y2Z4	Q9Y2Z4	SYYM_HUMAN	Homo sapiens (Human)	9606	477	reviewed
Q3YBM2	Q3YBM2	T176B_HUMAN	Homo sapiens (Human)	9606	270	reviewed
Q9UL54	Q9UL54	TAOK2_HUMAN	Homo sapiens (Human)	9606	1235	reviewed
O14773	O14773	TPP1_HUMAN	Homo sapiens (Human)	9606	563	reviewed
Q9Y296	Q9Y296	TPPC4_HUMAN	Homo sapiens (Human)	9606	219	reviewed
Q9Y2L5	Q9Y2L5	TPPC8_HUMAN	Homo sapiens (Human)	9606	1435	reviewed
O15533	O15533	TPSN_HUMAN	Homo sapiens (Human)	9606	448	reviewed
O14836	O14836	TR13B_HUMAN	Homo sapiens (Human)	9606	293	reviewed
Q9Y2W1	Q9Y2W1	TR150_HUMAN	Homo sapiens (Human)	9606	955	reviewed
Q13595	Q13595	TRA2A_HUMAN	Homo sapiens (Human)	9606	282	reviewed
P01848	P01848	TRAC_HUMAN	Homo sapiens (Human)	9606	140	reviewed
Q13114	Q13114	TRAF3_HUMAN	Homo sapiens (Human)	9606	568	reviewed
O00463	O00463	TRAF5_HUMAN	Homo sapiens (Human)	9606	557	reviewed
Q6Q0C0	Q6Q0C0	TRAF7_HUMAN	Homo sapiens (Human)	9606	670	reviewed
O60296	O60296	TRAK2_HUMAN	Homo sapiens (Human)	9606	914	reviewed
Q15629	Q15629	TRAM1_HUMAN	Homo sapiens (Human)	9606	374	reviewed
Q12931	Q12931	TRAP1_HUMAN	Homo sapiens (Human)	9606	704	reviewed
P02788	P02788	TRFL_HUMAN	Homo sapiens (Human)	9606	710	reviewed
Q96F44	Q96F44	TRI11_HUMAN	Homo sapiens (Human)	9606	468	reviewed
Q14142	Q14142	TRI14_HUMAN	Homo sapiens (Human)	9606	442	reviewed
Q8IYM9	Q8IYM9	TRI22_HUMAN	Homo sapiens (Human)	9606	498	reviewed
Q96PV0	Q96PV0	SYGP1_HUMAN	Homo sapiens (Human)	9606	1343	reviewed
Q8NF91	Q8NF91	SYNE1_HUMAN	Homo sapiens (Human)	9606	8797	reviewed
Q01085	Q01085	TIAR_HUMAN	Homo sapiens (Human)	9606	375	reviewed
Q81JT7	Q81JT7	SYR1_BACAN	Bacillus anthracis	1392	556	reviewed
Q81LB8	Q81LB8	TIG_BACAN	Bacillus anthracis	1392	425	reviewed
Q8ZEV7	Q8ZEV7	SYR_YERPE	Yersinia pestis	632	576	reviewed
O43615	O43615	TIM44_HUMAN	Homo sapiens (Human)	9606	452	reviewed
P26640	P26640	SYVC_HUMAN	Homo sapiens (Human)	9606	1264	reviewed
Q9GZM7	Q9GZM7	TINAL_HUMAN	Homo sapiens (Human)	9606	467	reviewed
Q5NHZ4	Q5NHZ4	SYV_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	919	reviewed
Q9BVW5	Q9BVW5	TIPIN_HUMAN	Homo sapiens (Human)	9606	301	reviewed
Q07352	Q07352	TISB_HUMAN	Homo sapiens (Human)	9606	338	reviewed
Q5JTD0	Q5JTD0	TJAP1_HUMAN	Homo sapiens (Human)	9606	557	reviewed
Q8ZBH1	Q8ZBH1	SYV_YERPE	Yersinia pestis	632	965	reviewed
O75410	O75410	TACC1_HUMAN	Homo sapiens (Human)	9606	805	reviewed
P40200	P40200	TACT_HUMAN	Homo sapiens (Human)	9606	585	reviewed
Q81V33	Q81V33	TAL1_BACAN	Bacillus anthracis	1392	215	reviewed
P36406	P36406	TRI23_HUMAN	Homo sapiens (Human)	9606	574	reviewed
Q14258	Q14258	TRI25_HUMAN	Homo sapiens (Human)	9606	630	reviewed
Q12899	Q12899	TRI26_HUMAN	Homo sapiens (Human)	9606	539	reviewed
P14373	P14373	TRI27_HUMAN	Homo sapiens (Human)	9606	513	reviewed
O94972	O94972	TRI37_HUMAN	Homo sapiens (Human)	9606	964	reviewed
Q8WV44	Q8WV44	TRI41_HUMAN	Homo sapiens (Human)	9606	630	reviewed
Q96LD4	Q96LD4	TRI47_HUMAN	Homo sapiens (Human)	9606	638	reviewed
Q96A61	Q96A61	TRI52_HUMAN	Homo sapiens (Human)	9606	297	reviewed
Q9BRZ2	Q9BRZ2	TRI56_HUMAN	Homo sapiens (Human)	9606	755	reviewed
Q6PJ69	Q6PJ69	TRI65_HUMAN	Homo sapiens (Human)	9606	517	reviewed
O43715	O43715	TRIA1_HUMAN	Homo sapiens (Human)	9606	76	reviewed
Q9UJV3	Q9UJV3	TRIM1_HUMAN	Homo sapiens (Human)	9606	735	reviewed
O75382	O75382	TRIM3_HUMAN	Homo sapiens (Human)	9606	744	reviewed
Q9C029	Q9C029	TRIM7_HUMAN	Homo sapiens (Human)	9606	511	reviewed
Q9BZR9	Q9BZR9	TRIM8_HUMAN	Homo sapiens (Human)	9606	551	reviewed
Q15650	Q15650	TRIP4_HUMAN	Homo sapiens (Human)	9606	581	reviewed
Q15654	Q15654	TRIP6_HUMAN	Homo sapiens (Human)	9606	476	reviewed
Q15643	Q15643	TRIPB_HUMAN	Homo sapiens (Human)	9606	1979	reviewed
Q9BQ61	Q9BQ61	TRIR_HUMAN	Homo sapiens (Human)	9606	176	reviewed
O75157	O75157	T22D2_HUMAN	Homo sapiens (Human)	9606	780	reviewed
Q99576	Q99576	T22D3_HUMAN	Homo sapiens (Human)	9606	134	reviewed
P30408	P30408	T4S1_HUMAN	Homo sapiens (Human)	9606	202	reviewed
Q92750	Q92750	TAF4B_HUMAN	Homo sapiens (Human)	9606	862	reviewed
Q16594	Q16594	TAF9_HUMAN	Homo sapiens (Human)	9606	264	reviewed
Q8N5C8	Q8N5C8	TAB3_HUMAN	Homo sapiens (Human)	9606	712	reviewed
Q8ZAQ1	Q8ZAQ1	THIE_YERPE	Yersinia pestis	632	215	reviewed
Q8ZBU9	Q8ZBU9	TRMD_YERPE	Yersinia pestis	632	246	reviewed
Q81WK3	Q81WK3	TRMFO_BACAN	Bacillus anthracis	1392	434	reviewed
Q74SR9	Q74SR9	TRMN6_YERPE	Yersinia pestis	632	252	reviewed
O15050	O15050	TRNK1_HUMAN	Homo sapiens (Human)	9606	2925	reviewed
Q96Q11	Q96Q11	TRNT1_HUMAN	Homo sapiens (Human)	9606	434	reviewed
Q81TL7	Q81TL7	TRPA_BACAN	Bacillus anthracis	1392	258	reviewed
Q9Y6G1	Q9Y6G1	TM14A_HUMAN	Homo sapiens (Human)	9606	99	reviewed
Q5NE79	Q5NE79	TRPB_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	396	reviewed
Q8IXX5	Q8IXX5	T183A_HUMAN	Homo sapiens (Human)	9606	376	reviewed
Q8WV15	Q8WV15	T255B_HUMAN	Homo sapiens (Human)	9606	326	reviewed
Q9H2L4	Q9H2L4	TMM60_HUMAN	Homo sapiens (Human)	9606	133	reviewed
P57088	P57088	TMM33_HUMAN	Homo sapiens (Human)	9606	247	reviewed
Q9H3N1	Q9H3N1	TMX1_HUMAN	Homo sapiens (Human)	9606	280	reviewed
Q5NG44	Q5NG44	RUVB_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	348	reviewed
Q96ER3	Q96ER3	SAAL1_HUMAN	Homo sapiens (Human)	9606	474	reviewed
Q9UBE0	Q9UBE0	SAE1_HUMAN	Homo sapiens (Human)	9606	346	reviewed
O00422	O00422	SAP18_HUMAN	Homo sapiens (Human)	9606	153	reviewed
Q8NBI5	Q8NBI5	S43A3_HUMAN	Homo sapiens (Human)	9606	491	reviewed
Q9BY50	Q9BY50	SC11C_HUMAN	Homo sapiens (Human)	9606	192	reviewed
O15127	O15127	SCAM2_HUMAN	Homo sapiens (Human)	9606	329	reviewed
Q15413	Q15413	RYR3_HUMAN	Homo sapiens (Human)	9606	4870	reviewed
P62306	P62306	RUXF_HUMAN	Homo sapiens (Human)	9606	86	reviewed
Q9Y2G9	Q9Y2G9	SBNO2_HUMAN	Homo sapiens (Human)	9606	1366	reviewed
Q99584	Q99584	S10AD_HUMAN	Homo sapiens (Human)	9606	98	reviewed
Q15020	Q15020	SART3_HUMAN	Homo sapiens (Human)	9606	963	reviewed
Q96BY9	Q96BY9	SARAF_HUMAN	Homo sapiens (Human)	9606	339	reviewed
Q15050	Q15050	RRS1_HUMAN	Homo sapiens (Human)	9606	365	reviewed
Q9Y2L1	Q9Y2L1	RRP44_HUMAN	Homo sapiens (Human)	9606	958	reviewed
P14678	P14678	RSMB_HUMAN	Homo sapiens (Human)	9606	240	reviewed
Q9NZ71	Q9NZ71	RTEL1_HUMAN	Homo sapiens (Human)	9606	1219	reviewed
Q92541	Q92541	RTF1_HUMAN	Homo sapiens (Human)	9606	710	reviewed
P08621	P08621	RU17_HUMAN	Homo sapiens (Human)	9606	437	reviewed
Q13621	Q13621	S12A1_HUMAN	Homo sapiens (Human)	9606	1099	reviewed
Q8N1F8	Q8N1F8	S11IP_HUMAN	Homo sapiens (Human)	9606	1088	reviewed
Q96FQ6	Q96FQ6	S10AG_HUMAN	Homo sapiens (Human)	9606	103	reviewed
Q5NGY1	Q5NGY1	RSMH_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	305	reviewed
Q9Y3A5	Q9Y3A5	SBDS_HUMAN	Homo sapiens (Human)	9606	250	reviewed
O94979	O94979	SC31A_HUMAN	Homo sapiens (Human)	9606	1220	reviewed
Q9Y6R1	Q9Y6R1	S4A4_HUMAN	Homo sapiens (Human)	9606	1079	reviewed
Q9UHR5	Q9UHR5	S30BP_HUMAN	Homo sapiens (Human)	9606	308	reviewed
Q9ULF5	Q9ULF5	S39AA_HUMAN	Homo sapiens (Human)	9606	831	reviewed
P82979	P82979	SARNP_HUMAN	Homo sapiens (Human)	9606	210	reviewed
Q92736	Q92736	RYR2_HUMAN	Homo sapiens (Human)	9606	4967	reviewed
Q81WC3	Q81WC3	RSMH_BACAN	Bacillus anthracis	1392	310	reviewed
Q9HA92	Q9HA92	RSAD1_HUMAN	Homo sapiens (Human)	9606	442	reviewed
Q8ZIX0	Q8ZIX0	RSGA_YERPE	Yersinia pestis	632	350	reviewed
Q9NP59	Q9NP59	S40A1_HUMAN	Homo sapiens (Human)	9606	571	reviewed
Q8IVG5	Q8IVG5	SAM9L_HUMAN	Homo sapiens (Human)	9606	1584	reviewed
P55011	P55011	S12A2_HUMAN	Homo sapiens (Human)	9606	1212	reviewed
Q01826	Q01826	SATB1_HUMAN	Homo sapiens (Human)	9606	763	reviewed
Q9BZJ4	Q9BZJ4	S2539_HUMAN	Homo sapiens (Human)	9606	359	reviewed
Q92503	Q92503	S14L1_HUMAN	Homo sapiens (Human)	9606	715	reviewed
Q93073	Q93073	SBP2L_HUMAN	Homo sapiens (Human)	9606	1101	reviewed
P60468	P60468	SC61B_HUMAN	Homo sapiens (Human)	9606	96	reviewed
Q96LT4	Q96LT4	SAMD8_HUMAN	Homo sapiens (Human)	9606	415	reviewed
Q9NQQ7	Q9NQQ7	S35C2_HUMAN	Homo sapiens (Human)	9606	365	reviewed
P06702	P06702	S10A9_HUMAN	Homo sapiens (Human)	9606	114	reviewed
Q8ZIN2	Q8ZIN2	TAL_YERPE	Yersinia pestis	632	317	reviewed
O75995	O75995	SASH3_HUMAN	Homo sapiens (Human)	9606	380	reviewed
P05109	P05109	S10A8_HUMAN	Homo sapiens (Human)	9606	93	reviewed
Q9NUM3	Q9NUM3	S39A9_HUMAN	Homo sapiens (Human)	9606	307	reviewed
Q5NH18	Q5NH18	RUVC_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	171	reviewed
Q96DW6	Q96DW6	S2538_HUMAN	Homo sapiens (Human)	9606	304	reviewed
Q495M3	Q495M3	S36A2_HUMAN	Homo sapiens (Human)	9606	483	reviewed
Q9H4B6	Q9H4B6	SAV1_HUMAN	Homo sapiens (Human)	9606	383	reviewed
Q9NRA2	Q9NRA2	S17A5_HUMAN	Homo sapiens (Human)	9606	495	reviewed
Q9UHW9	Q9UHW9	S12A6_HUMAN	Homo sapiens (Human)	9606	1150	reviewed
P61619	P61619	S61A1_HUMAN	Homo sapiens (Human)	9606	476	reviewed
O75396	O75396	SC22B_HUMAN	Homo sapiens (Human)	9606	215	reviewed
Q14160	Q14160	SCRIB_HUMAN	Homo sapiens (Human)	9606	1630	reviewed
P18827	P18827	SDC1_HUMAN	Homo sapiens (Human)	9606	310	reviewed
Q14108	Q14108	SCRB2_HUMAN	Homo sapiens (Human)	9606	478	reviewed
Q58EX2	Q58EX2	SDK2_HUMAN	Homo sapiens (Human)	9606	2172	reviewed
Q9NVU7	Q9NVU7	SDA1_HUMAN	Homo sapiens (Human)	9606	687	reviewed
P31949	P31949	S10AB_HUMAN	Homo sapiens (Human)	9606	105	reviewed
Q96KG9	Q96KG9	SCYL1_HUMAN	Homo sapiens (Human)	9606	808	reviewed
Q96P16	Q96P16	RPR1A_HUMAN	Homo sapiens (Human)	9606	312	reviewed
Q16799	Q16799	RTN1_HUMAN	Homo sapiens (Human)	9606	776	reviewed
O95197	O95197	RTN3_HUMAN	Homo sapiens (Human)	9606	1032	reviewed
O75298	O75298	RTN2_HUMAN	Homo sapiens (Human)	9606	545	reviewed
Q9Y512	Q9Y512	SAM50_HUMAN	Homo sapiens (Human)	9606	469	reviewed
Q9P031	Q9P031	TAP26_HUMAN	Homo sapiens (Human)	9606	241	reviewed
Q74Q56	Q74Q56	SGRR_YERPE	Yersinia pestis	632	553	reviewed
Q96BR1	Q96BR1	SGK3_HUMAN	Homo sapiens (Human)	9606	496	reviewed
O43765	O43765	SGTA_HUMAN	Homo sapiens (Human)	9606	313	reviewed
O75368	O75368	SH3L1_HUMAN	Homo sapiens (Human)	9606	114	reviewed
Q5VXU9	Q5VXU9	SHOC1_HUMAN	Homo sapiens (Human)	9606	1444	reviewed
P04350	P04350	TBB4A_HUMAN	Homo sapiens (Human)	9606	444	reviewed
O43166	O43166	SI1L1_HUMAN	Homo sapiens (Human)	9606	1804	reviewed
Q9P2F8	Q9P2F8	SI1L2_HUMAN	Homo sapiens (Human)	9606	1722	reviewed
Q9P2M4	Q9P2M4	TBC14_HUMAN	Homo sapiens (Human)	9606	693	reviewed
Q9NSC7	Q9NSC7	SIA7A_HUMAN	Homo sapiens (Human)	9606	600	reviewed
Q9NUY8	Q9NUY8	TBC23_HUMAN	Homo sapiens (Human)	9606	699	reviewed
Q6IPX1	Q6IPX1	TBC3C_HUMAN	Homo sapiens (Human)	9606	549	reviewed
O15389	O15389	SIGL5_HUMAN	Homo sapiens (Human)	9606	551	reviewed
Q96EX1	Q96EX1	SIM12_HUMAN	Homo sapiens (Human)	9606	92	reviewed
Q6IA17	Q6IA17	SIGIR_HUMAN	Homo sapiens (Human)	9606	410	reviewed
Q9BRV8	Q9BRV8	SIKE1_HUMAN	Homo sapiens (Human)	9606	207	reviewed
O15304	O15304	SIVA_HUMAN	Homo sapiens (Human)	9606	175	reviewed
P84101	P84101	SERF2_HUMAN	Homo sapiens (Human)	9606	59	reviewed
Q15459	Q15459	SF3A1_HUMAN	Homo sapiens (Human)	9606	793	reviewed
Q13435	Q13435	SF3B2_HUMAN	Homo sapiens (Human)	9606	895	reviewed
A8K8P3	A8K8P3	SFI1_HUMAN	Homo sapiens (Human)	9606	1242	reviewed
Q92765	Q92765	SFRP3_HUMAN	Homo sapiens (Human)	9606	325	reviewed
O95104	O95104	SFR15_HUMAN	Homo sapiens (Human)	9606	1147	reviewed
Q12872	Q12872	SFSWA_HUMAN	Homo sapiens (Human)	9606	951	reviewed
Q5HYK7	Q5HYK7	SH319_HUMAN	Homo sapiens (Human)	9606	790	reviewed
Q99961	Q99961	SH3G1_HUMAN	Homo sapiens (Human)	9606	368	reviewed
Q96B97	Q96B97	SH3K1_HUMAN	Homo sapiens (Human)	9606	665	reviewed
Q9Y371	Q9Y371	SHLB1_HUMAN	Homo sapiens (Human)	9606	365	reviewed
Q8IZP1	Q8IZP1	TBC3A_HUMAN	Homo sapiens (Human)	9606	549	reviewed
O14975	O14975	S27A2_HUMAN	Homo sapiens (Human)	9606	620	reviewed
P80511	P80511	S10AC_HUMAN	Homo sapiens (Human)	9606	92	reviewed
P34741	P34741	SDC2_HUMAN	Homo sapiens (Human)	9606	201	reviewed
Q8TEQ0	Q8TEQ0	SNX29_HUMAN	Homo sapiens (Human)	9606	813	reviewed
Q92664	Q92664	TF3A_HUMAN	Homo sapiens (Human)	9606	365	reviewed
Q7KZ85	Q7KZ85	SPT6H_HUMAN	Homo sapiens (Human)	9606	1726	reviewed
Q01082	Q01082	SPTB2_HUMAN	Homo sapiens (Human)	9606	2364	reviewed
Q13501	Q13501	SQSTM_HUMAN	Homo sapiens (Human)	9606	440	reviewed
P19484	P19484	TFEB_HUMAN	Homo sapiens (Human)	9606	476	reviewed
Q6ZRS2	Q6ZRS2	SRCAP_HUMAN	Homo sapiens (Human)	9606	3230	reviewed
Q9UBB9	Q9UBB9	TFP11_HUMAN	Homo sapiens (Human)	9606	837	reviewed
Q12772	Q12772	SRBP2_HUMAN	Homo sapiens (Human)	9606	1141	reviewed
O94875	O94875	SRBS2_HUMAN	Homo sapiens (Human)	9606	1100	reviewed
P09132	P09132	SRP19_HUMAN	Homo sapiens (Human)	9606	144	reviewed
P84103	P84103	SRSF3_HUMAN	Homo sapiens (Human)	9606	164	reviewed
Q9UJW9	Q9UJW9	SRTD3_HUMAN	Homo sapiens (Human)	9606	196	reviewed
P37173	P37173	TGFR2_HUMAN	Homo sapiens (Human)	9606	567	reviewed
Q5JRA6	Q5JRA6	TGO1_HUMAN	Homo sapiens (Human)	9606	1907	reviewed
Q5NHY6	Q5NHY6	SYE_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	468	reviewed
Q8ZC49	Q8ZC49	THII_YERPE	Yersinia pestis	632	483	reviewed
Q81VW3	Q81VW3	SYK_BACAN	Bacillus anthracis	1392	499	reviewed
Q81W03	Q81W03	SYM1_BACAN	Bacillus anthracis	1392	660	reviewed
Q8ZDF8	Q8ZDF8	SYL_YERPE	Yersinia pestis	632	860	reviewed
Q9NS62	Q9NS62	THSD1_HUMAN	Homo sapiens (Human)	9606	852	reviewed
Q6ZMP0	Q6ZMP0	THSD4_HUMAN	Homo sapiens (Human)	9606	1018	reviewed
O43776	O43776	SYNC_HUMAN	Homo sapiens (Human)	9606	548	reviewed
O43426	O43426	SYNJ1_HUMAN	Homo sapiens (Human)	9606	1573	reviewed
Q5T160	Q5T160	SYRM_HUMAN	Homo sapiens (Human)	9606	578	reviewed
Q5NH48	Q5NH48	TIG_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	438	reviewed
Q5NGL8	Q5NGL8	SYT_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	634	reviewed
Q9BXP5	Q9BXP5	SRRT_HUMAN	Homo sapiens (Human)	9606	876	reviewed
Q01130	Q01130	SRSF2_HUMAN	Homo sapiens (Human)	9606	221	reviewed
Q9UQ35	Q9UQ35	SRRM2_HUMAN	Homo sapiens (Human)	9606	2752	reviewed
Q9Y2M2	Q9Y2M2	SSUH2_HUMAN	Homo sapiens (Human)	9606	353	reviewed
P0CL83	Q6NXR2	ST3L1_HUMAN	Homo sapiens (Human)	9606	205	reviewed
